text_type,text,label,proc_text
ham,Im done. Just studyn in library,1,im done studyn library
ham,Ok... U enjoy ur shows...,1,ok u enjoy ur show
ham,Anything...,1,anything
ham,Where wuld I be without my baby? The thought alone mite break me and I don??t wanna go crazy but everyboy needs his lady xxxxxxxx,1,wuld without baby thought alone mite break dont wan na go crazy everyboy need lady xxxxxxxx
ham,Wat's my dear doing? Sleeping ah?,1,wats dear sleeping ah
ham,Hi' Test on  &lt;#&gt; rd ....,1,hi test ltgt rd
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,1,2 student solved cat question xam 532 ltgt 924 ltgt 863 ltgt 725 tell answer u r brilliant1thingi got answr
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,1,yo know anyone ltgt otherwise able buy liquor guy flaked right dont get hold somebody 4 loko night
ham,Yup n her fren lor. I'm meeting my fren at 730.,1,yup n fren lor im meeting fren 730
ham,"Yeah, we got one lined up for us",1,yeah got one lined u
ham,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*""",1,stop wondering wow ever going stop tming tm whenever want mine laugh
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,1,lol yep yesterday already got fireplace another icon sitting
ham,Hey i've booked the pilates and yoga lesson already... Haha,1,hey ive booked pilate yoga lesson already haha
ham,Are you ok. What happen to behave like this,1,ok happen behave like
spam,You have 1 new message. Please call 08712400200.,0,1 new message please call 08712400200
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,1,supervisor find 4 one lor thk student havent ask yet tell u aft ask
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",1,hello news job making wait fifth week yeah im woozles weasel exeter still home 3
ham,No message..no responce..what happend?,1,messageno responcewhat happend
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,0,currently message awaiting collection collect message call 08718723815
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",1,hey babe sorry didnt get sooner gary come fix cause think know doesnt go far ptbo say cost ltgt buck dont know might cheaper find someone dont second hand machine right let know want babe
ham,make that 3! 4 fucks sake?! x,1,make 3 4 fuck sake x
ham,Leave it. U will always be ignorant.,1,leave u always ignorant
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),1,nope ill b going 2 sch fri quite early lor co mys si got paper da morn
ham,at bruce b downs &amp; fletcher now,1,bruce b amp fletcher
ham,Where are you ? You said you would be here when I woke ... :-(,1,said would woke
ham,Hey now am free you can call me.,1,hey free call
ham,Tell me whos this pls:-),1,tell pls
spam,"URGENT! Your mobile was awarded a ??1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",0,urgent mobile wa awarded 1500 bonus caller prize 27603 final attempt 2 contact u call 08714714011
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",1,think might give miss teaching til twelve lecture two damn working thing
ham,Id have to check but there's only like 1 bowls worth left,1,id check like 1 bowl worth left
ham,Yes there were many sweets,1,yes many sweet
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,1,would im still cozy exhausted last nightnobody went school work everything closed
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,0,u secret admirer reveal think u r special call 09065174042 opt reply reveal stop 150 per msg recd cust care 07821230901
ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,1,buzzzz grin buzz buzz chest buzz cock keep phone vibrator feel shake
ham,Sir send to group mail check it.,1,sir send group mail check
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,1,im da intro cover energy trend n pro n con brief description nuclear fusion n oso brief history iter n jet got abt 7 n half page
ham,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",1,nonenowhere ikno doesdiscountshitinnit
ham,You dont know you jabo me abi.,1,dont know jabo abi
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",0,ever notice youre driving anyone going slower idiot everyone driving faster maniac
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,1,yet hadya sapna aunty manege yday hogidhechinnu full weak swalpa black agidhane
ham,"Are you being good, baby? :)",1,good baby
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,1,neft transaction reference number ltgt r ltdecimalgt ha credited beneficiary account ltgt lttimegt ltgt
ham,"Mostly sports type..lyk footbl,crckt..",1,mostly sport typelyk footblcrckt
ham,Ma head dey swell oh. Thanks for making my day,1,head dey swell oh thanks making day
ham,U should make a fb list,1,u make fb list
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,1,height confidence aeronautics professor wer calld amp wer askd 2 sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt 1 didnt move saidif made student
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,1,sary need tim bollox hurt lot tol
ham,Happy New Year Princess!,1,happy new year princess
ham,"I'll text carlos and let you know, hang on",1,ill text carlos let know hang
ham,"Don't worry, * is easy once have ingredients!",1,dont worry easy ingredient
ham,I love u 2 my little pocy bell I am sorry but I love u,1,love u 2 little pocy bell sorry love u
ham,"Ok omw now, you at castor?",1,ok omw castor
ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,1,yar lor keep raining non stop u wan 2 go elsewhere
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",0,xmas offer latest motorola sonyericsson nokia free bluetooth dvd double min 1000 txt orange call mobileupd8 08000839402 call2optout4qf2
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,1,u mean u almost done done wif sleeping tot u going take nap yup send liao im picking ard 4 smth lor
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",1,7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sm 1st ur lovely friendship good morning dear
ham,"Tonight? Yeah, I'd be down for that",1,tonight yeah id
ham,What should i eat fo lunch senor,1,eat fo lunch senor
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",1,said right giggle saw u would possibly first person2die nvq think much could
ham,No break time one... How... I come out n get my stuff fr ?_?,1,break time one come n get stuff fr
spam,Reply to win ??100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,0,reply win 100 weekly professional sport doe tiger wood play send stop 87239 end service
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",1,im see cant see maybe reboot ym seen buzz
ham,Do you still have the grinder?,1,still grinder
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,0,1 polyphonic tone 4 ur mob every week txt pt2 87575 1st tone free get txtin tell ur friend 150ptone 16 reply hl 4info
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",1,love isnt decision feeling could decide love life would much simpler le magical
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",0,hot live fantasy call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate call
ham,K.i did't see you.:)k:)where are you now?,1,ki didt see youkwhere
ham,So i'm doing a list of buyers.,1,im list buyer
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",1,idea guess well work hour supposed leave since usual nobody ha interest figuring shit last second
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,1,mm entirely sure understood text hey ho weekend
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,1,released vday shirt u put make bottom half naked instead white underwear
ham,Don know..he is watching film in computer..,1,knowhe watching film computer
ham,No b4 Thursday,1,b4 thursday
ham,"Oh, then your phone phoned me but it disconnected",1,oh phone phoned disconnected
ham,Id onluy matters when getting on from offcampus,1,id onluy matter getting offcampus
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,0,message free welcome new improved sex dogging club unsubscribe service reply stop msgs150p 18only
ham,"Excellent, I'll see what riley's plans are",1,excellent ill see riley plan
ham,I will see in half an hour,1,see half hour
spam,"You've won tkts to the EURO2004 CUP FINAL or ??800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",0,youve tkts euro2004 cup final 800 cash collect call 09058099801 b4190604 pobox 7876150ppm
ham,Ew are you one of them?,1,ew one
ham,Also hi wesley how've you been,1,also hi wesley howve
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,1,ah see lingo let know wot earth ha finished making
spam,"Loan for any purpose ??500 - ??75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",0,loan purpose 500 75000 homeowner tenant welcome previously refused still help call free 0800 1956669 text back help
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,0,updatenow 12mths half price orange line rental 400minscall mobileupd8 08000839402 call2optoutj5q
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),1,imagine life without see fast u searching medont worry lm always disturb u goodnoon
ham,"Hm good morning, headache anyone? :-)",1,hm good morning headache anyone
ham,Yeah no probs - last night is obviously catching up with you... Speak soon ,1,yeah probs last night obviously catching speak soon
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,0,free unlimited hardcore porn direct 2 mobile txt porn 69200 get free access 24 hr chrgd50p per day txt stop 2exit msg free
ham,I might go 2 sch. Yar at e salon now v boring.,1,might go 2 sch yar e salon v boring
ham, &lt;#&gt;  mins but i had to stop somewhere first.,1,ltgt min stop somewhere first
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",1,ltgt fast approaching wish u happy new year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fool day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday 4 u happy ganesh festival happy dasara happy diwali happy christmas ltgt good morning afternoon evening night rememberi first wishing u theseyours raj
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,1,one joy lifeis waking daywith thought somewheresomeone care enough tosend warm morning greeting
ham,I didn't get the second half of that message,1,didnt get second half message
ham,Wat time do u wan 2 meet me later?,1,wat time u wan 2 meet later
ham,I thank you so much for all you do with selflessness. I love you plenty.,1,thank much selflessness love plenty
ham,Am in film ill call you later.,1,film ill call later
ham,How dare you change my ring,1,dare change ring
ham,You are a very very very very bad girl. Or lady.,1,bad girl lady
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,1,love ya try budget money better babe gary would freak knew
ham,"What part of \don't initiate\"" don't you understand""",1,part dont initiate dont understand
ham,I finished my lunch already. U wake up already?,1,finished lunch already u wake already
ham,You still at the game?,1,still game
ham,You have got tallent but you are wasting.,1,got tallent wasting
ham,What is your record for one night? :),1,record one night
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",1,also sir sent email log usc payment portal ill send another message explain thing back home great weekend
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,1,gon na let know co come bak holiday day coming dont4get2text number
ham,Jokin only lar... :-) depends on which phone my father can get lor...,1,jokin lar depends phone father get lor
ham,"Aight, lemme know what's up",1,aight lem know whats
ham,Get ready for  &lt;#&gt;  inches of pleasure...,1,get ready ltgt inch pleasure
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,1,rajipls favour pls convey birthday wish nimya pls today birthday
ham,;-) ok. I feel like john lennon.,1,ok feel like john lennon
ham,Cos darren say ?_ considering mah so i ask ?_...,1,co darren say considering mah ask
ham,You are not bothering me but you have to trust my answers. Pls.,1,bothering trust answer pls
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",1,wishing family merry x happy new year advance
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,1,one day crab wa running sea shorethe wave came n cleared footprint crab crab asked frnd r u clearing beautiful footprint wave replied fox wa following ur footprint catch thats cleared frndsship never let u dwn gud nyt
ham,Aight what time you want me to come up?,1,aight time want come
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,1,slaaaaave must summon time dont wish come anymore
ham,Your bill at 3 is ??33.65 so thats not bad!,1,bill 3 3365 thats bad
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,1,let know change next 6hrs even appendix age range however impossible chill let know 6hrs
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",1,hello yeah ive got bath need hair ill come im done yeah
ham,So how's the weather over there?,1,hows weather
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",1,ok much though hm friday cant wait dunno wot hell im gon na another 3 week become slob oh wait already done
ham,Die... Now i have e toot fringe again...,1,die e toot fringe
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,1,lol dont know awesome phone could click delete right want
ham,Ok,1,ok
ham,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""",1,awesome question cute answer someone asked boy ur life smiled amp answered fine gudnite
ham,Please leave this topic..sorry for telling that..,1,please leave topicsorry telling
ham,Pls send me the correct name da.,1,pls send correct name da
ham,What happened to our yo date?,1,happened yo date
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN ??100 Cash WKENT/150P16+,0,eastenders tv quiz flower doe dot compare violet e tulip f lily txt e f 84025 4 chance 2 win 100 cash wkent150p16
ham,Webpage s not available!,1,webpage available
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,1,woke yeesh late didnt fall asleep til ltgt
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,0,unsubscribed service get ton sexy babe hunk straight phone go httpgotbabescouk subscription
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",1,dear know ltgt th ltgt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team detail
ham,K..k...from tomorrow onwards started ah?,1,kkfrom tomorrow onwards started ah
ham,What u talking bout early morning? It's almost noon where your at!,1,u talking bout early morning almost noon
ham,Fine. Do you remember me.,1,fine remember
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",0,hi babe jordan r u im home abroad lonely text back u wan na chat xxsp visionsmscom text stop stopcost 150p 08712400603
ham,Ok. How many should i buy.,1,ok many buy
ham,"Sounds good, keep me posted",1,sound good keep posted
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,0,get brand new mobile phone agent mob plus load goody info text mat 87021
ham,Ok. So april. Cant wait,1,ok april cant wait
ham,Boy you best get yo ass out here quick,1,boy best get yo quick
ham,Ay wana meet on sat??_ wkg on sat?,1,ay wana meet sat wkg sat
ham,I'm now but have to wait till 2 for the bus to pick me.,1,im wait till 2 bus pick
ham,Apart from the one i told you about yesterday?,1,apart one told yesterday
ham,Ok lor... But buy wat?,1,ok lor buy wat
ham,Somebody should go to andros and steal ice,1,somebody go andros steal ice
ham,Don know. I did't msg him recently.,1,know didt msg recently
ham,Take us out shopping and Mark will distract Isaiah.=D,1,take u shopping mark distract isaiahd
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",1,mum hope great day hoping text meet well full life great day abiola
ham,There is no sense in my foot and penis.,1,sense foot penis
ham,Okay but i thought you were the expert,1,okay thought expert
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,1,deep sigh miss really surprised havent gone net cafe yet get dont miss
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.,1,ssi thinl role like sachinjust standing others hit
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,1,great trip india bring light everyone project everyone lucky see smile bye abiola
ham,"And very importantly, all we discuss is between u and i only.",1,importantly discus u
ham,K..k:)how about your training process?,1,kkhow training process
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,1,ok lor ned 2 go toa payoh 4 2 return smth u wan 2 send wat
ham,In da car park ,1,da car park
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,1,wish wa holding tightly making see important much mean much need life
ham,So i asked how's anthony. Dad. And your bf,1,asked hows anthony dad bf
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",1,wnevr wana fal luv vth book bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb
ham,What Today-sunday..sunday is holiday..so no work..,1,todaysundaysunday holidayso work
ham,Am going to take bath ill place the key in window:-),1,going take bath ill place key window
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,0,lord ringsreturn king store nowreply lotr 2 june 4 chance 2 win lotr soundtrack cd stdtxtrate reply stop end txts
ham,"Dear, take care. I am just reaching home.love u a lot.",1,dear take care reaching homelove u lot
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,1,staffsciencenusedusgphyhcmkteachingpc1323
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,1,emigrated something ok maybe 530 wa bit hopeful
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,1,olol printed forum post guy exact prob wa fixed gpu replacement hopefully dont ignore
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,1,walked mom right stagwood pas right winterstone left victor hill address ltgt
ham,"Yo, you at jp and hungry like a mofo?",1,yo jp hungry like mofo
ham,This is all just creepy and crazy to me.,1,creepy crazy
ham,Ok... I din get ur msg...,1,ok din get ur msg
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,1,tessypls favor pls convey birthday wish nimyapls dnt forget today birthday shijas
ham,Pathaya enketa maraikara pa',1,pathaya enketa maraikara pa
ham,Even if he my friend he is a priest call him now,1,even friend priest call
ham,"U so lousy, run already come back then half dead... Hee...",1,u lousy run already come back half dead hee
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?,1,thats said bad dat e gal know u wat u
ham,Or remind me in a few hrs.,1,remind hr
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",1,hoping would send message rent due dont enough reserve completely gone loan need wa hoping could balance ltgt way could get till mid march hope pay back
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,1,hi happy new year dont mean intrude pls let know much tuition paid last semester much semester thanks
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,1,hello hun ru way im good 2 date guy met walkabout far meet soon hows everyone else
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,1,lol wa gon na last month cashed left ltgt case wa collecting week cause announced blog
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,0,good luck draw take place 28th feb 06 good luck removal send stop 87239 customer service 08708034412
ham,Short But Cute : \ Be a good person ,1,short cute good person
ham,Just haven't decided where yet eh ?,1,havent decided yet eh
ham,"Wat time liao, where still got.",1,wat time liao still got
ham,Yes watching footie but worried we're going to blow it - Phil Neville?,1,yes watching footie worried going blow phil neville
ham,I wait 4 ?_ inside da car park...,1,wait 4 inside da car park
ham,Uncle Abbey! Happy New Year. Abiola,1,uncle abbey happy new year abiola
ham,Now am free call me pa.,1,free call pa
ham,R u saying i should re order the slippers cos i had to pay for returning it.,1,r u saying order slipper co pay returning
ham,Stop knowing me so well!,1,stop knowing well
ham,Good evening! this is roger. How are you?,1,good evening roger
ham,Small problem in auction:)punj now asking tiwary,1,small problem auctionpunj asking tiwary
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,0,free entry 2 weekly comp chance win ipod txt pod 80182 get entry std txt rate tc apply 08452810073 detail 18
ham,He telling not to tell any one. If so treat for me hi hi hi,1,telling tell one treat hi hi hi
ham,My uncles in Atlanta. Wish you guys a great semester.,1,uncle atlanta wish guy great semester
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,0,1st wk free gr8 tone str8 2 u wk txt nokia 8007 classic nokia tone hit 8007 polys nokia150p poly200p 16
ham,U coming 2 pick me?,1,u coming 2 pick
ham,Thats cool. i liked your photos. You are very sexy!,1,thats cool liked photo sexy
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,1,would u fuckin believe didnt know thurs pre booked cancelled need b sacked
ham,"Haha better late than ever, any way I could swing by?",1,haha better late ever way could swing
ham,Ok. But i finish at 6.,1,ok finish 6
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",0,lookatme thanks purchase video clip lookatme youve charged 35p think better send video mmsto 32323
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,1,ive barred b q store lifethis twat orange dungerees came asked wanted decking got first punch
ham,So no messages. Had food?,1,message food
ham,Ok going to sleep. Hope i can meet her.,1,ok going sleep hope meet
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,1,wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,1,let know detail fri u find co im tom fri mentionned chinese thanks
ham,You're right I have now that I think about it,1,youre right think
ham,Wat r u doing now?,1,wat r u
ham,Is ur lecture over?,1,ur lecture
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,0,sexy sexy cum text im wet warm ready porn u fun msg free recd msg 150p inc vat 2 cancel text stop
ham,Customer place i will call you,1,customer place call
ham,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,1,planned yet going join company jan 5 onlydon know happen
ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),1,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano
ham,"Haha I heard that, text me when you're around",1,haha heard text youre around
ham,I.ll get there tomorrow and send it to you,1,ill get tomorrow send
ham,\SHIT BABE.. THASA BIT MESSED UP.YEH,1,shit babe thasa bit messed upyeh
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,1,oh thats late well good night give u call tomorrow iam going go sleep night night
ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUND??S LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",1,cheer u tex mecause u werebored yeah okden hunny r uin wk satsounds likeyour havin gr8fun j keep updat countinlots loveme xxxxx
ham,"Sorry,  in meeting I'll call you later",1,sorry meeting ill call later
ham,Yo! Howz u? girls never rang after india. L,1,yo howz u girl never rang india l
ham,Yeah but which is worse for i,1,yeah worse
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,0,hard live 121 chat 60pmin choose girl connect live call 09094646899 cheap chat uk biggest live service vu bcm1896wc1n3xx
ham,I tagged MY friends that you seemed to count as YOUR friends.,1,tagged friend seemed count friend
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,0,heard u4 call 4 rude chat private line 01223585334 cum wan 2c pic gettin shagged text pix 8552 2end send stop 8552 sam xxx
ham,Ok...,1,ok
ham,Long time. You remember me today.,1,long time remember today
ham,Havent shopping now lor i juz arrive only,1,havent shopping lor juz arrive
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,1,thank u better work cause feel used otherwise
ham,Are you up for the challenge? I know i am :),1,challenge know
ham,How much did ur hdd casing cost.,1,much ur hdd casing cost
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,1,mystery solved opened email sent another batch isnt sweetie
ham,I can't describe how lucky you are that I'm actually awake by noon,1,cant describe lucky im actually awake noon
spam,This is the 2nd time we have tried to contact u. U have won the ??1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,0,2nd time tried contact u u 1450 prize claim call 09053750005 b4 310303 tcsstop sm 08718725756 140ppm
